response_id,employee_id,survey_date,engagement_score,open_text_comment
R01422,E0280,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01423,E0281,2023-06-01,2,Leadership communication lacks clarity.
R01424,E0281,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01425,E0281,2024-06-01,2,Leadership communication lacks clarity.
R01426,E0281,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R01427,E0281,2025-06-01,1,Workload is high and expectations are unclear.
R01428,E0281,2025-12-01,3,Tools are fine though coordination can improve.
R01429,E0282,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01430,E0282,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01431,E0282,2024-06-01,3,Work is steady but processes could improve.
R01432,E0282,2024-12-01,3,Work is steady but processes could improve.
R01433,E0282,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01434,E0282,2025-12-01,5,I feel valued and have autonomy in my work.
R01435,E0283,2023-06-01,3,Work is steady but processes could improve.
R01436,E0283,2023-12-01,1,Workload is high and expectations are unclear.
R01437,E0283,2024-06-01,4,I feel valued and have autonomy in my work.
R01438,E0283,2024-12-01,4,I feel valued and have autonomy in my work.
R01439,E0283,2025-06-01,4,The culture encourages learning and innovation.
R01440,E0283,2025-12-01,2,Workload is high and expectations are unclear.
R01441,E0284,2023-06-01,5,I feel valued and have autonomy in my work.
R01442,E0284,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01443,E0284,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R01444,E0284,2024-12-01,4,The culture encourages learning and innovation.
R01445,E0284,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01446,E0284,2025-12-01,3,Tools are fine though coordination can improve.
R01447,E0285,2023-06-01,5,I feel valued and have autonomy in my work.
R01448,E0285,2023-12-01,3,Work is steady but processes could improve.
R01449,E0285,2024-06-01,4,The culture encourages learning and innovation.
R01450,E0285,2024-12-01,4,I feel valued and have autonomy in my work.
R01451,E0285,2025-06-01,1,Leadership communication lacks clarity.
R01452,E0285,2025-12-01,1,Leadership communication lacks clarity.
R01453,E0286,2023-06-01,2,Leadership communication lacks clarity.
R01454,E0286,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01455,E0286,2024-06-01,2,Workload is high and expectations are unclear.
R01456,E0286,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01457,E0286,2025-06-01,2,Leadership communication lacks clarity.
R01458,E0286,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01459,E0287,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01460,E0287,2023-12-01,4,The culture encourages learning and innovation.
R01461,E0287,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01462,E0287,2024-12-01,4,I feel valued and have autonomy in my work.
R01463,E0287,2025-06-01,5,I feel valued and have autonomy in my work.
R01464,E0287,2025-12-01,1,Workload is high and expectations are unclear.
R01465,E0288,2024-12-01,2,Leadership communication lacks clarity.
R01466,E0288,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01467,E0288,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01468,E0289,2023-06-01,4,I feel valued and have autonomy in my work.
R01469,E0289,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01470,E0289,2024-06-01,3,Tools are fine though coordination can improve.
R01471,E0289,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R01472,E0289,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R01473,E0289,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R01474,E0290,2023-06-01,1,Leadership communication lacks clarity.
R01475,E0290,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01476,E0290,2024-06-01,2,Leadership communication lacks clarity.
R01477,E0290,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01478,E0290,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01479,E0290,2025-12-01,5,I feel valued and have autonomy in my work.
R01480,E0291,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01481,E0291,2023-12-01,4,I feel valued and have autonomy in my work.
R01482,E0291,2024-06-01,2,Workload is high and expectations are unclear.
R01483,E0291,2024-12-01,2,Workload is high and expectations are unclear.
R01484,E0291,2025-06-01,4,I feel valued and have autonomy in my work.
R01485,E0291,2025-12-01,3,Tools are fine though coordination can improve.
R01486,E0292,2024-06-01,2,Workload is high and expectations are unclear.
R01487,E0292,2024-12-01,2,Workload is high and expectations are unclear.
R01488,E0293,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01489,E0293,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01490,E0293,2024-06-01,4,I feel valued and have autonomy in my work.
R01491,E0293,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01492,E0293,2025-06-01,3,Work is steady but processes could improve.
R01493,E0293,2025-12-01,1,Workload is high and expectations are unclear.
R01494,E0294,2024-06-01,4,I feel valued and have autonomy in my work.
R01495,E0294,2024-12-01,3,Work is steady but processes could improve.
R01496,E0294,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01497,E0294,2025-12-01,4,I feel valued and have autonomy in my work.
R01498,E0295,2023-06-01,4,The culture encourages learning and innovation.
R01499,E0295,2023-12-01,2,Leadership communication lacks clarity.
R01500,E0295,2024-06-01,4,I feel valued and have autonomy in my work.
R01501,E0296,2023-12-01,5,I feel valued and have autonomy in my work.
R01502,E0296,2024-06-01,1,Leadership communication lacks clarity.
R01503,E0296,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01504,E0296,2025-06-01,1,Leadership communication lacks clarity.
R01505,E0296,2025-12-01,5,The culture encourages learning and innovation.
R01506,E0297,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01507,E0297,2023-12-01,3,Work is steady but processes could improve.
R01508,E0297,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01509,E0297,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01510,E0297,2025-06-01,3,Work is steady but processes could improve.
R01511,E0297,2025-12-01,4,I feel valued and have autonomy in my work.
R01512,E0298,2023-06-01,5,The culture encourages learning and innovation.
R01513,E0298,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01514,E0298,2024-06-01,2,Leadership communication lacks clarity.
R01515,E0298,2024-12-01,4,The culture encourages learning and innovation.
R01516,E0298,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01517,E0298,2025-12-01,1,Workload is high and expectations are unclear.
R01518,E0299,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01519,E0299,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01520,E0299,2024-06-01,5,I feel valued and have autonomy in my work.
R01521,E0299,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01522,E0299,2025-06-01,2,Workload is high and expectations are unclear.
R01523,E0299,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R01524,E0300,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01525,E0300,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01526,E0300,2024-06-01,3,Tools are fine though coordination can improve.
R01527,E0300,2024-12-01,1,Leadership communication lacks clarity.
R01528,E0300,2025-06-01,4,The culture encourages learning and innovation.
R01529,E0300,2025-12-01,4,I feel valued and have autonomy in my work.
R01530,E0302,2023-06-01,4,I feel valued and have autonomy in my work.
R01531,E0302,2023-12-01,3,Tools are fine though coordination can improve.
R01532,E0302,2024-06-01,4,The culture encourages learning and innovation.
R01533,E0302,2024-12-01,3,Work is steady but processes could improve.
R01534,E0302,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01535,E0302,2025-12-01,4,I feel valued and have autonomy in my work.
R01536,E0303,2023-06-01,2,Leadership communication lacks clarity.
R01537,E0303,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01538,E0303,2024-06-01,5,I feel valued and have autonomy in my work.
R01539,E0303,2024-12-01,4,I feel valued and have autonomy in my work.
R01540,E0303,2025-06-01,4,The culture encourages learning and innovation.
R01541,E0303,2025-12-01,3,Tools are fine though coordination can improve.
R01542,E0304,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01543,E0304,2025-06-01,1,Workload is high and expectations are unclear.
R01544,E0304,2025-12-01,1,Leadership communication lacks clarity.
R01545,E0305,2023-12-01,1,Leadership communication lacks clarity.
R01546,E0305,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01547,E0306,2023-06-01,4,The culture encourages learning and innovation.
R01548,E0306,2023-12-01,5,The culture encourages learning and innovation.
R01549,E0306,2024-06-01,1,Leadership communication lacks clarity.
R01550,E0306,2024-12-01,4,The culture encourages learning and innovation.
R01551,E0306,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01552,E0306,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R01553,E0307,2023-06-01,2,Workload is high and expectations are unclear.
R01554,E0308,2023-06-01,4,The culture encourages learning and innovation.
R01555,E0308,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01556,E0308,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01557,E0308,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01558,E0308,2025-06-01,4,I feel valued and have autonomy in my work.
R01559,E0308,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01560,E0309,2023-06-01,3,Work is steady but processes could improve.
R01561,E0309,2023-12-01,5,I feel valued and have autonomy in my work.
R01562,E0309,2024-06-01,3,Tools are fine though coordination can improve.
R01563,E0309,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01564,E0309,2025-06-01,4,The culture encourages learning and innovation.
R01565,E0309,2025-12-01,2,Workload is high and expectations are unclear.
R01566,E0310,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01567,E0310,2023-12-01,1,Workload is high and expectations are unclear.
R01568,E0310,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01569,E0310,2024-12-01,5,The culture encourages learning and innovation.
R01570,E0310,2025-06-01,5,I feel valued and have autonomy in my work.
R01571,E0310,2025-12-01,3,Work is steady but processes could improve.
R01572,E0311,2023-06-01,5,I feel valued and have autonomy in my work.
R01573,E0311,2023-12-01,2,Leadership communication lacks clarity.
R01574,E0311,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01575,E0311,2024-12-01,5,The culture encourages learning and innovation.
R01576,E0312,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01577,E0312,2023-12-01,5,I feel valued and have autonomy in my work.
R01578,E0312,2024-06-01,2,Leadership communication lacks clarity.
R01579,E0312,2024-12-01,4,The culture encourages learning and innovation.
R01580,E0312,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01581,E0312,2025-12-01,3,Tools are fine though coordination can improve.
R01582,E0313,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01583,E0313,2024-06-01,2,Workload is high and expectations are unclear.
R01584,E0314,2023-06-01,2,Leadership communication lacks clarity.
R01585,E0314,2023-12-01,1,Leadership communication lacks clarity.
R01586,E0314,2024-06-01,5,I feel valued and have autonomy in my work.
R01587,E0314,2024-12-01,3,Tools are fine though coordination can improve.
R01588,E0314,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01589,E0314,2025-12-01,2,Workload is high and expectations are unclear.
R01590,E0315,2023-06-01,1,Workload is high and expectations are unclear.
R01591,E0315,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01592,E0315,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R01593,E0315,2024-12-01,1,Leadership communication lacks clarity.
R01594,E0315,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01595,E0315,2025-12-01,5,I feel valued and have autonomy in my work.
R01596,E0316,2023-06-01,1,Leadership communication lacks clarity.
R01597,E0316,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01598,E0316,2024-06-01,3,Work is steady but processes could improve.
R01599,E0316,2024-12-01,2,Leadership communication lacks clarity.
R01600,E0316,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01601,E0316,2025-12-01,2,Leadership communication lacks clarity.
R01602,E0317,2023-06-01,2,Leadership communication lacks clarity.
R01603,E0317,2023-12-01,4,I feel valued and have autonomy in my work.
R01604,E0317,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01605,E0317,2024-12-01,1,Workload is high and expectations are unclear.
R01606,E0317,2025-06-01,1,Leadership communication lacks clarity.
R01607,E0317,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R01608,E0318,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01609,E0318,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01610,E0318,2024-06-01,1,Workload is high and expectations are unclear.
R01611,E0318,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01612,E0318,2025-06-01,2,Workload is high and expectations are unclear.
R01613,E0318,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01614,E0319,2023-06-01,3,Work is steady but processes could improve.
R01615,E0319,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01616,E0319,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01617,E0319,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R01618,E0319,2025-06-01,4,The culture encourages learning and innovation.
R01619,E0319,2025-12-01,1,Workload is high and expectations are unclear.
R01620,E0320,2023-06-01,4,I feel valued and have autonomy in my work.
R01621,E0321,2023-06-01,3,Tools are fine though coordination can improve.
R01622,E0321,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01623,E0321,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01624,E0321,2024-12-01,1,Workload is high and expectations are unclear.
R01625,E0321,2025-06-01,5,The culture encourages learning and innovation.
R01626,E0321,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R01627,E0322,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01628,E0322,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R01629,E0322,2024-06-01,5,The culture encourages learning and innovation.
R01630,E0322,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01631,E0322,2025-06-01,2,Leadership communication lacks clarity.
R01632,E0322,2025-12-01,3,Work is steady but processes could improve.
R01633,E0323,2023-06-01,2,Leadership communication lacks clarity.
R01634,E0323,2023-12-01,1,Leadership communication lacks clarity.
R01635,E0323,2024-06-01,1,Leadership communication lacks clarity.
R01636,E0323,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01637,E0324,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01638,E0324,2023-12-01,1,Workload is high and expectations are unclear.
R01639,E0324,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01640,E0324,2024-12-01,2,Workload is high and expectations are unclear.
R01641,E0324,2025-06-01,1,Leadership communication lacks clarity.
R01642,E0324,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01643,E0326,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01644,E0326,2023-12-01,2,Workload is high and expectations are unclear.
R01645,E0326,2024-06-01,3,Tools are fine though coordination can improve.
R01646,E0326,2024-12-01,5,The culture encourages learning and innovation.
R01647,E0326,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R01648,E0326,2025-12-01,4,I feel valued and have autonomy in my work.
R01649,E0327,2023-06-01,5,I feel valued and have autonomy in my work.
R01650,E0327,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01651,E0327,2024-06-01,2,Workload is high and expectations are unclear.
R01652,E0327,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01653,E0327,2025-06-01,1,Leadership communication lacks clarity.
R01654,E0327,2025-12-01,5,I feel valued and have autonomy in my work.
R01655,E0328,2023-06-01,2,Workload is high and expectations are unclear.
R01656,E0328,2023-12-01,4,I feel valued and have autonomy in my work.
R01657,E0328,2024-06-01,4,I feel valued and have autonomy in my work.
R01658,E0328,2024-12-01,5,The culture encourages learning and innovation.
R01659,E0328,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R01660,E0328,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R01661,E0329,2023-12-01,5,I feel valued and have autonomy in my work.
R01662,E0329,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01663,E0329,2024-12-01,5,I feel valued and have autonomy in my work.
R01664,E0330,2023-06-01,3,Tools are fine though coordination can improve.
R01665,E0330,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01666,E0330,2024-06-01,2,Workload is high and expectations are unclear.
R01667,E0330,2024-12-01,5,I feel valued and have autonomy in my work.
R01668,E0330,2025-06-01,5,I feel valued and have autonomy in my work.
R01669,E0330,2025-12-01,3,Tools are fine though coordination can improve.
R01670,E0332,2023-06-01,5,I feel valued and have autonomy in my work.
R01671,E0332,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01672,E0332,2024-06-01,1,Workload is high and expectations are unclear.
R01673,E0332,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01674,E0332,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01675,E0332,2025-12-01,2,Workload is high and expectations are unclear.
R01676,E0333,2023-06-01,2,Leadership communication lacks clarity.
R01677,E0333,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R01678,E0333,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01679,E0333,2024-12-01,1,Workload is high and expectations are unclear.
R01680,E0333,2025-06-01,3,Tools are fine though coordination can improve.
R01681,E0333,2025-12-01,1,Leadership communication lacks clarity.
R01682,E0334,2023-06-01,3,Work is steady but processes could improve.
R01683,E0334,2023-12-01,4,The culture encourages learning and innovation.
R01684,E0335,2023-06-01,3,Work is steady but processes could improve.
R01685,E0335,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01686,E0335,2024-06-01,4,I feel valued and have autonomy in my work.
R01687,E0335,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01688,E0336,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R01689,E0336,2023-12-01,1,Leadership communication lacks clarity.
R01690,E0336,2024-06-01,3,Tools are fine though coordination can improve.
R01691,E0336,2024-12-01,5,The culture encourages learning and innovation.
R01692,E0336,2025-06-01,1,Leadership communication lacks clarity.
R01693,E0336,2025-12-01,4,The culture encourages learning and innovation.
R01694,E0337,2023-06-01,4,I feel valued and have autonomy in my work.
R01695,E0337,2023-12-01,3,Work is steady but processes could improve.
R01696,E0337,2024-06-01,2,Workload is high and expectations are unclear.
R01697,E0337,2024-12-01,4,I feel valued and have autonomy in my work.
R01698,E0337,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01699,E0337,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01700,E0338,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01701,E0338,2023-12-01,2,Leadership communication lacks clarity.
R01702,E0338,2024-06-01,3,Tools are fine though coordination can improve.
R01703,E0338,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R01704,E0338,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01705,E0338,2025-12-01,3,Work is steady but processes could improve.
R01706,E0339,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R01707,E0339,2023-12-01,4,I feel valued and have autonomy in my work.
R01708,E0339,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01709,E0339,2024-12-01,1,Leadership communication lacks clarity.
R01710,E0339,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R01711,E0339,2025-12-01,3,Tools are fine though coordination can improve.
R01712,E0340,2023-06-01,1,Workload is high and expectations are unclear.
R01713,E0340,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01714,E0340,2024-06-01,4,The culture encourages learning and innovation.
R01715,E0340,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R01716,E0340,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R01717,E0340,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01718,E0341,2023-06-01,5,I feel valued and have autonomy in my work.
R01719,E0341,2023-12-01,4,The culture encourages learning and innovation.
R01720,E0341,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01721,E0341,2024-12-01,3,Tools are fine though coordination can improve.
R01722,E0341,2025-06-01,4,I feel valued and have autonomy in my work.
R01723,E0341,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01724,E0342,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R01725,E0342,2024-06-01,1,Workload is high and expectations are unclear.
R01726,E0342,2024-12-01,1,Workload is high and expectations are unclear.
R01727,E0342,2025-06-01,2,Workload is high and expectations are unclear.
R01728,E0342,2025-12-01,3,Tools are fine though coordination can improve.
R01729,E0343,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01730,E0343,2023-12-01,2,Workload is high and expectations are unclear.
R01731,E0343,2024-06-01,2,Leadership communication lacks clarity.
R01732,E0343,2024-12-01,3,Tools are fine though coordination can improve.
R01733,E0343,2025-06-01,1,Leadership communication lacks clarity.
R01734,E0343,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01735,E0344,2023-06-01,1,Workload is high and expectations are unclear.
R01736,E0344,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01737,E0344,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01738,E0344,2024-12-01,3,Tools are fine though coordination can improve.
R01739,E0344,2025-06-01,5,I feel valued and have autonomy in my work.
R01740,E0344,2025-12-01,3,Tools are fine though coordination can improve.
R01741,E0345,2023-06-01,2,Workload is high and expectations are unclear.
R01742,E0345,2023-12-01,5,I feel valued and have autonomy in my work.
R01743,E0345,2024-06-01,1,Workload is high and expectations are unclear.
R01744,E0345,2024-12-01,3,Work is steady but processes could improve.
R01745,E0346,2023-06-01,5,I feel valued and have autonomy in my work.
R01746,E0347,2023-06-01,4,The culture encourages learning and innovation.
R01747,E0347,2023-12-01,1,Leadership communication lacks clarity.
R01748,E0347,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R01749,E0347,2024-12-01,5,I feel valued and have autonomy in my work.
R01750,E0347,2025-06-01,4,I feel valued and have autonomy in my work.
R01751,E0347,2025-12-01,3,Tools are fine though coordination can improve.
R01752,E0348,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01753,E0348,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01754,E0349,2023-06-01,3,Tools are fine though coordination can improve.
R01755,E0349,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01756,E0349,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R01757,E0349,2024-12-01,2,Leadership communication lacks clarity.
R01758,E0349,2025-06-01,1,Workload is high and expectations are unclear.
R01759,E0349,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01760,E0350,2024-12-01,2,Workload is high and expectations are unclear.
R01761,E0351,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01762,E0351,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01763,E0351,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R01764,E0351,2024-12-01,3,Work is steady but processes could improve.
R01765,E0351,2025-06-01,5,The culture encourages learning and innovation.
R01766,E0351,2025-12-01,5,I feel valued and have autonomy in my work.
R01767,E0352,2023-06-01,3,Tools are fine though coordination can improve.
R01768,E0352,2023-12-01,4,The culture encourages learning and innovation.
R01769,E0352,2024-06-01,2,Leadership communication lacks clarity.
R01770,E0352,2024-12-01,1,Workload is high and expectations are unclear.
R01771,E0353,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01772,E0353,2023-12-01,4,I feel valued and have autonomy in my work.
R01773,E0353,2024-06-01,5,The culture encourages learning and innovation.
R01774,E0353,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01775,E0353,2025-06-01,2,Workload is high and expectations are unclear.
R01776,E0353,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R01777,E0354,2023-06-01,2,Leadership communication lacks clarity.
R01778,E0354,2023-12-01,3,Tools are fine though coordination can improve.
R01779,E0354,2024-06-01,1,Workload is high and expectations are unclear.
R01780,E0355,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R01781,E0355,2023-12-01,1,Workload is high and expectations are unclear.
R01782,E0355,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01783,E0355,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01784,E0355,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01785,E0355,2025-12-01,5,I feel valued and have autonomy in my work.
R01786,E0356,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01787,E0356,2023-12-01,1,Leadership communication lacks clarity.
R01788,E0356,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R01789,E0356,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R01790,E0356,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01791,E0356,2025-12-01,5,I feel valued and have autonomy in my work.
R01792,E0357,2023-06-01,5,I feel valued and have autonomy in my work.
R01793,E0357,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R01794,E0357,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R01795,E0357,2024-12-01,1,Workload is high and expectations are unclear.
R01796,E0357,2025-06-01,4,The culture encourages learning and innovation.
R01797,E0357,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R01798,E0358,2023-06-01,3,Work is steady but processes could improve.
R01799,E0358,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01800,E0359,2023-06-01,5,I feel valued and have autonomy in my work.
R01801,E0359,2023-12-01,5,The culture encourages learning and innovation.
R01802,E0359,2024-06-01,4,The culture encourages learning and innovation.
R01803,E0359,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R01804,E0359,2025-06-01,1,Leadership communication lacks clarity.
R01805,E0359,2025-12-01,2,Workload is high and expectations are unclear.
R01806,E0360,2023-06-01,2,Workload is high and expectations are unclear.
R01807,E0361,2023-06-01,1,Workload is high and expectations are unclear.
R01808,E0361,2023-12-01,5,I feel valued and have autonomy in my work.
R01809,E0361,2024-06-01,2,Workload is high and expectations are unclear.
R01810,E0361,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R01811,E0361,2025-06-01,3,Work is steady but processes could improve.
R01812,E0361,2025-12-01,5,The culture encourages learning and innovation.
R01813,E0362,2023-06-01,4,I feel valued and have autonomy in my work.
R01814,E0362,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01815,E0362,2024-06-01,2,Leadership communication lacks clarity.
R01816,E0363,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R01817,E0363,2023-12-01,2,Workload is high and expectations are unclear.
R01818,E0363,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01819,E0363,2024-12-01,3,Tools are fine though coordination can improve.
R01820,E0363,2025-06-01,5,I feel valued and have autonomy in my work.
R01821,E0363,2025-12-01,1,Workload is high and expectations are unclear.
R01822,E0364,2023-06-01,2,Leadership communication lacks clarity.
R01823,E0364,2023-12-01,5,I feel valued and have autonomy in my work.
R01824,E0364,2024-06-01,3,Tools are fine though coordination can improve.
R01825,E0364,2024-12-01,2,Workload is high and expectations are unclear.
R01826,E0364,2025-06-01,3,Tools are fine though coordination can improve.
R01827,E0364,2025-12-01,1,Workload is high and expectations are unclear.
R01828,E0365,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R01829,E0365,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R01830,E0365,2024-06-01,1,Leadership communication lacks clarity.
R01831,E0365,2024-12-01,4,I feel valued and have autonomy in my work.
R01832,E0365,2025-06-01,3,Work is steady but processes could improve.
R01833,E0365,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R01834,E0366,2023-06-01,1,Workload is high and expectations are unclear.
